"Employeurs ayant obtenu une étude d’impact sur le marché du travail  (EIMT) positive en 2020 (avril-juin), par volet, classification nationale des professions (CNP) 2011 et lieu de affaires",,,,,,
Province/Territory,Volet,Employeur,Adresse,Profession sous CNP 2011,Postes Approuvés,
Québec,  Agriculture primaire,Ferme H Daigneault & fils inc,"Saint-Michel, J0L2J0",8431-Ouvriers agricoles,7,
Québec,  Agriculture primaire,Ferme Hamelon(JDF)et Fils Inc.,"STE-ÉLIZABETH-DE-WARWICK, J0A1M0",8431-Ouvriers agricoles,2,
Québec,  Agriculture primaire,Ferme Hec-Bert inc.,"Saint-Épiphanie, G0L2X0",8431-Ouvriers agricoles,1,
Québec,  Agriculture primaire,Ferme Hugo inc.,"Saint-Hugues, J0H1N0",8431-Ouvriers agricoles,2,
Québec,  Agriculture primaire,Ferme Impériale senc,"Noyan, J0J1B0",8431-Ouvriers agricoles,1,
Québec,  Agriculture primaire,Ferme Irma Inc,"ST-ALBERT, J0A1E0",8431-Ouvriers agricoles,2,
Québec,  Agriculture primaire,Ferme Isabelle Inc.,"Coteau-du-Lac, J0P1B0",8431-Ouvriers agricoles,7,
Québec,  Agriculture primaire,Ferme J. Chartier et fils inc.,"CHAMPLAIN, G0X1C0",8431-Ouvriers agricoles,2,
Québec,  Agriculture primaire,Ferme J.B. Blouin et fils Inc.,"ST-LUDGER, G0M1W0",8431-Ouvriers agricoles,1,
Québec,  Agriculture primaire,Ferme J.L. Leblanc inc.,"Saint-Jacques, J0K2R0",8431-Ouvriers agricoles,8,
Québec,  Agriculture primaire,Ferme J.M Puppynck inc.,"Sainte-Hélène, J0H1M0",8431-Ouvriers agricoles,1,
Québec,  Agriculture primaire,Ferme J.P. Poulin et fils Inc.,"SAINT-GEORGES, G5Z1V3",8431-Ouvriers agricoles,1,
Québec,  Agriculture primaire,Ferme J.P.S. Desjardins Inc.,"SAINT-ARSÈNE, G0L2K0",8431-Ouvriers agricoles,2,
Québec,  Agriculture primaire,Ferme Janir Inc.,"ALMA, G8E1A1",8431-Ouvriers agricoles,1,
Québec,  Agriculture primaire,Ferme Jarret et frères inc.,"Ange-Gardien, J0E1E0",8431-Ouvriers agricoles,2,
Québec,  Agriculture primaire,Ferme Jean Forest & Fils Inc,"St-Jacques, J0K2R0",8431-Ouvriers agricoles,7,
Québec,  Agriculture primaire,Ferme Jeandon inc.,"SAINT-ROCH-DES-AULNAIES, G0R4E0",8431-Ouvriers agricoles,3,
Québec,  Agriculture primaire,ferme Jeannoise du Lac senc,"alma, G8B5V2",8431-Ouvriers agricoles,1,
Québec,  Agriculture primaire,Ferme Jean-Pierre Plante inc.,"Saint-Laurent-de-l'île-d'Orléans, G0A3Z0",8431-Ouvriers agricoles,6,
Québec,  Agriculture primaire,Ferme JML Robert,"Saint-Pie, J0H1W0",8431-Ouvriers agricoles,8,
Québec,  Agriculture primaire,Ferme JNP Marcotte Inc.,"SAINT-BASILE (PONTNEUF), G0A3G0",8431-Ouvriers agricoles,2,
Québec,  Agriculture primaire,Ferme Johanois Inc.,"St-Jean-de-Dieu, G0L3M0",8431-Ouvriers agricoles,1,
Québec,  Agriculture primaire,Ferme Jolicap Inc.,"CAP-SAINT-IGNACE, G0R1H0",8431-Ouvriers agricoles,1,
Québec,  Agriculture primaire,Ferme Juar,"Coaticook, J1A2S2",8431-Ouvriers agricoles,1,
Québec,  Agriculture primaire,Ferme Juno inc,"Saint-Casimir, G0A3L0",8431-Ouvriers agricoles,1,
Québec,  Agriculture primaire,Ferme K.L. Mainville Inc.,"Mirabel, J7N1G5",8431-Ouvriers agricoles,2,
Québec,  Agriculture primaire,Ferme Kingsbury Inc.,"Saint-André-d'Argenteuil, J0V1X0",8431-Ouvriers agricoles,1,
Québec,  Agriculture primaire,Ferme La Seigneurie ENR,"Saint-Camille, J0A1G0",8431-Ouvriers agricoles,2,
Québec,  Agriculture primaire,Ferme Laganière & Fils 2000 Inc.,"Champlain, J0X1C0",8431-Ouvriers agricoles,1,
Québec,  Agriculture primaire,Ferme Laitière Ambijoie inc.,"Mirabel, J7N2R8",8431-Ouvriers agricoles,1,
Québec,  Agriculture primaire,Ferme Laitière Cotoisie Inc.,"L'Isle-Verte, G0L1K0",8431-Ouvriers agricoles,1,
Québec,  Agriculture primaire,Ferme Laitière du Village Inc,"SAINTE-AGATHE-de-Lotbinière, G0S2A0",8431-Ouvriers agricoles,2,
Québec,  Agriculture primaire,Ferme Laitière Philie Inc.,"SAINT-MATHIEU, J0L2H0",8431-Ouvriers agricoles,2,
Québec,  Agriculture primaire,Ferme LaitRoy Inc.,"Thetford Mines, G6G5R6",8431-Ouvriers agricoles,1,
Québec,  Agriculture primaire,Ferme Laliluc Inc.,"SAINT-JULES, G0N1R0",8431-Ouvriers agricoles,1,
Québec,  Agriculture primaire,Ferme L'Ange-Lait inc,"Ange-Gardien, J0E1E0",8431-Ouvriers agricoles,1,
Québec,  Agriculture primaire,FERME LAURANNE INC.,"Leclercville, G0S2K0",8431-Ouvriers agricoles,1,
Québec,  Agriculture primaire,Ferme L'Authentic,"WARWICK, J0A1M0",8431-Ouvriers agricoles,1,
Québec,  Agriculture primaire,Ferme Laval Gagnon Inc.,"Sainte-Famille, G0A3P0",8431-Ouvriers agricoles,3,
Québec,  Agriculture primaire,Ferme Ledzep 2000 Inc.,"SAINT-FRANÇOIS-DE-LA-RIVIÈRE-DU-SUD, G0R3A0",8431-Ouvriers agricoles,1,
Québec,  Agriculture primaire,Ferme Léo Jacobs et Fils Inc,"CAP-SANTÉ, G0A1L0",8431-Ouvriers agricoles,1,
Québec,  Agriculture primaire,Ferme Léonce Plante S.E.N.C.,"Saint-Laurent-de-l'Ile-d'Orléans, G0A3Z0",8431-Ouvriers agricoles,10,
Québec,  Agriculture primaire,Ferme Leportage SENC,"SAINTE-CLOTILDE-DE-HORTON, J0A1H0",8431-Ouvriers agricoles,1,
Québec,  Agriculture primaire,Ferme Les Cochons du Roy Inc.,"Saint-Michel-de-Bellechasse, G0R3S0",8431-Ouvriers agricoles,1,
Québec,  Agriculture primaire,ferme l'espoir inc,"Val-Joli, J1S0E1",8431-Ouvriers agricoles,1,
Québec,  Agriculture primaire,Ferme Lévis Inc.,"SAINT-HENRI, G0R3E0",8431-Ouvriers agricoles,1,
Québec,  Agriculture primaire,Ferme Lidom Inc,"St-Lin-Laurentides, J5M2A2",8431-Ouvriers agricoles,8,
Québec,  Agriculture primaire,Ferme Liégeoise Senc.,"ALBANEL, G8M3L7",8431-Ouvriers agricoles,2,
Québec,  Agriculture primaire,Ferme Lilo Porc inc.,"Saint-Hilarion, G0A3V0",8431-Ouvriers agricoles,2,
Québec,  Agriculture primaire,Ferme Lise Charbonneau inc.,"Saint-Roch-Ouest, J0K3H0",8431-Ouvriers agricoles,17,
Québec,  Agriculture primaire,Ferme Ludgine Inc.,"LAC-DROLET, G0Y1C0",8431-Ouvriers agricoles,1,
Québec,  Agriculture primaire,Ferme Lunick inc,"SAINT-EUGÈNE-DE-GUIGUES, J0Z3L0",8431-Ouvriers agricoles,9,
Québec,  Agriculture primaire,Ferme Lupien SENC,"DRUMMONDVILLE, J1Z2C5",8431-Ouvriers agricoles,1,
Québec,  Agriculture primaire,Ferme M.G. Proulx Inc.,"SAINT-PLACIDE, J0V2B0",8431-Ouvriers agricoles,5,
Québec,  Agriculture primaire,Ferme M.J. Alarie 2016 inc.,"Sainte-Anne-des-Plaines, J0N1H0",8431-Ouvriers agricoles,17,
Québec,  Agriculture primaire,Ferme M.J.B. Inc.,"Ange-Gardien, J0E1E0",8431-Ouvriers agricoles,2,
Québec,  Agriculture primaire,Ferme M.L. Rochefort Inc.,"SAINT-VALLIER, G0R4J0",8431-Ouvriers agricoles,1,
Québec,  Agriculture primaire,Ferme Magi SENC,"Hébertville, G8N1E1",8431-Ouvriers agricoles,1,
Québec,  Agriculture primaire,Ferme Mailloux et Fils Senc,"Granby, J2J0K4",8431-Ouvriers agricoles,2,
Québec,  Agriculture primaire,Ferme Majonick Inc.,"ST-ESPRIT, J0K2L0",8431-Ouvriers agricoles,1,
Québec,  Agriculture primaire,Ferme Manic 2011 inc.,"SAINT-FRANÇOIS-DE-LA-RIVIÈRE-DU-SUD, G0R3A0",8431-Ouvriers agricoles,1,
Québec,  Agriculture primaire,Ferme Manicouagan S.E.N.C.,"Pointe-Lebel, G0H1N0",8431-Ouvriers agricoles,2,
Québec,  Agriculture primaire,Ferme Maraîchère A. Guinois & Fils Inc.,"Saint-Jacques-le-Mineur, J0J1Z0",8431-Ouvriers agricoles,2,
Québec,  Agriculture primaire,Ferme Mariemax SENC,"SAINT-BRUNO, G0W2L0",8431-Ouvriers agricoles,1,
Québec,  Agriculture primaire,Ferme Marinier Inc.,"Oka, J0N1E0",8431-Ouvriers agricoles,6,
Québec,  Agriculture primaire,Ferme Mar-Jo SENC,"Saint-Eustache, J7R4K3",8431-Ouvriers agricoles,2,
Québec,  Agriculture primaire,Ferme Martin et Julien Forget SENC,"Fugèreville, J0Z2A0",8431-Ouvriers agricoles,2,
Québec,  Agriculture primaire,Ferme Massi inc.,"Shawinigan, G9T5K5",8431-Ouvriers agricoles,1,
Québec,  Agriculture primaire,Ferme Mathieu Lavoie inc.,"Saint-Alexis-de-Montcalm, J0K1T0",8431-Ouvriers agricoles,8,
Québec,  Agriculture primaire,Ferme Maxi 2009 inc.,"SAINT-ELPHÈGE, J0G1J0",8431-Ouvriers agricoles,1,
Québec,  Agriculture primaire,Ferme MC Mercier Inc.,"ST-ROCH-OUEST, J0K3H0",8431-Ouvriers agricoles,4,
Québec,  Agriculture primaire,Ferme Michel et Nicole Crête inc.,"DUNDEE, J0S1L0",8431-Ouvriers agricoles,2,
Québec,  Agriculture primaire,Ferme Mijabo inc,"St-Léonard d'Aston, J0C1M0",8431-Ouvriers agricoles,2,
Québec,  Agriculture primaire,Ferme Milbross inc.,"KINGSEY FALLS, J0A1B0",8431-Ouvriers agricoles,3,
Québec,  Agriculture primaire,Ferme Misyan Inc.,"SAINT-ALBERT, J0A1E0",8431-Ouvriers agricoles,1,
Québec,  Agriculture primaire,Ferme Montremi inc.,"Saint-Rémi-de-Tingwick, J0A1K0",8431-Ouvriers agricoles,1,
Québec,  Agriculture primaire,Ferme N.P.C. inc.,"SAINT-HONORÉ-DE-SHENLEY, G0M1V0",8431-Ouvriers agricoles,1,
Québec,  Agriculture primaire,Ferme Nandcel (2012) inc.,"Stoke, J0B3G0",8431-Ouvriers agricoles,4,
Québec,  Agriculture primaire,Ferme Nauly 2001 inc.,"TINGWICK, J0A1L0",8431-Ouvriers agricoles,1,
Québec,  Agriculture primaire,FERME NELPACO INC.,"St-Ephrem-de-Beauce, G0M1R0",8431-Ouvriers agricoles,1,
Québec,  Agriculture primaire,Ferme Noël Fortin et Fils Inc.,"SAINT-BERNARD, G0S2G0",8431-Ouvriers agricoles,3,
Québec,  Agriculture primaire,Ferme Olympe Inc.,"SAINTE-BRIGITTE-DES-SAULTS, J0C1E0",8431-Ouvriers agricoles,1,
Québec,  Agriculture primaire,Ferme Ombre du Clocher Inc.,"Ste-Cécile-de-Lévrard, G0X2M0",8431-Ouvriers agricoles,1,
Québec,  Agriculture primaire,Ferme Pajean Inc.,"Lyster, G0S1V0",8431-Ouvriers agricoles,1,
Québec,  Agriculture primaire,Ferme Parile inc.,"St-François-Rivière-Sud, G0R3A0",8431-Ouvriers agricoles,1,
Québec,  Agriculture primaire,Ferme Pasqual Inc.,"MIRABEL, J7N2P5",8431-Ouvriers agricoles,1,
Québec,  Agriculture primaire,Ferme Pasquier enr.,"Lévis, G7A4H2",8431-Ouvriers agricoles,2,
Québec,  Agriculture primaire,Ferme Paul Massicotte et fils inc (Massibec),"CHAMPLAIN, G0X1C0",8431-Ouvriers agricoles,2,
Québec,  Agriculture primaire,Ferme PE Toupin et fils inc,"Saint-Jean-Richelieu, J2Y1J5",8431-Ouvriers agricoles,2,
Québec,  Agriculture primaire,Ferme Pedneault et Fils Inc.,"Saguenay, G7G0C3",8431-Ouvriers agricoles,2,
Québec,  Agriculture primaire,Ferme Per-Beau Lait S.E.N.C.,"LAMBTON, G0M1H0",8431-Ouvriers agricoles,1,
Québec,  Agriculture primaire,Ferme Petits Délices SENC,"PIERREVILLE, J0G1J0",8431-Ouvriers agricoles,1,
Québec,  Agriculture primaire,Ferme Pikani inc.,"SAINT-DENIS-DE-LA-BOUTEILLERIE, G0L2R0",8431-Ouvriers agricoles,1,
Québec,  Agriculture primaire,Ferme porcine Ja-Ni inc.,"SAINT-DAVID, J0G1L0",8431-Ouvriers agricoles,1,
Québec,  Agriculture primaire,Ferme Porc-Saint SENC.,"SAINT-FRANÇOIS-DE-XAVIER-DE-BROMPTO, J0B2V0",8431-Ouvriers agricoles,11,
Québec,  Agriculture primaire,Ferme Prés et Monts inc.,"POHÉNÉGAMOOK, G0L1J0",8431-Ouvriers agricoles,1,
Québec,  Agriculture primaire,Ferme Prudense Inc.,"St-Alphonse-de-Granby, J0E2A0",8431-Ouvriers agricoles,2,
Québec,  Agriculture primaire,Ferme Pumard inc,"ST-EUGÈNE, J0C1J0",8431-Ouvriers agricoles,2,
Québec,  Agriculture primaire,Ferme R Vaillancourt et fils inc.,"Trois-Rivières, G8V1Z1",8431-Ouvriers agricoles,1,
Québec,  Agriculture primaire,Ferme R. Bordeleau Inc.,"Clerval, J0Z1R0",8431-Ouvriers agricoles,3,
Québec,  Agriculture primaire,Ferme Racine et Fils Senc.,"DUNHAM, J0E1M0",8431-Ouvriers agricoles,6,
Québec,  Agriculture primaire,Ferme Raymond & Fils inc.,"Rivière-du-Loup, G5R5M3",8431-Ouvriers agricoles,1,
Québec,  Agriculture primaire,FERME RÉALITÉ SENC,"Val-Brillant, G0L3L0",8431-Ouvriers agricoles,1,
Québec,  Agriculture primaire,Ferme Régika inc.,"KAMOURASKA, G0L1M0",8431-Ouvriers agricoles,1,
Québec,  Agriculture primaire,Ferme Reguet S.E.N.C,"Lyster, G0S1V0",8431-Ouvriers agricoles,1,
Québec,  Agriculture primaire,Ferme Remano inc.,"SAINT-FLAVIEN, G0S2M0",8431-Ouvriers agricoles,1,
Québec,  Agriculture primaire,Ferme Renaud et Hélène Giguère et Fils Inc.,"ST-JOSEPH-DE-BEAUCE, G0S2V0",8431-Ouvriers agricoles,2,
Québec,  Agriculture primaire,Ferme Retoma Inc.,"SAINT-BLAISE-SUR-RICHELIEU, J0J1W0",8431-Ouvriers agricoles,1,
Québec,  Agriculture primaire,Ferme Riendeau et Gendron inc.,"COATICOOK, J1A2S4",8431-Ouvriers agricoles,2,
Québec,  Agriculture primaire,Ferme Rivardale Inc.,"PRINCEVILLE, G6L4C8",8431-Ouvriers agricoles,1,
Québec,  Agriculture primaire,Ferme Robec Inc.,"MONT-SAINT-GRÉGOIRE, J0J1K0",8431-Ouvriers agricoles,1,
Québec,  Agriculture primaire,Ferme Robert & Johanne Deneault inc.,"SAINT-VALENTIN, J0J2E0",8431-Ouvriers agricoles,1,
Québec,  Agriculture primaire,Ferme Rocheleau inc.,"Pont-Rouge, G3H1C5",8431-Ouvriers agricoles,2,
Québec,  Agriculture primaire,Ferme Roclan inc.,"Saint-Michel-de-Bellechasse, G0R3S0",8431-Ouvriers agricoles,1,
Québec,  Agriculture primaire,Ferme Roger Camiré Inc.,"St-Narcisse-Beaurivage, G0S1W0",8431-Ouvriers agricoles,1,
Québec,  Agriculture primaire,Ferme Roneau inc.,"SAINT-JEAN-PORT-JOLI, G0R3G0",8431-Ouvriers agricoles,1,
Québec,  Agriculture primaire,Ferme Roulante 1999 Inc.,"TINGWICK, J0A1L0",8431-Ouvriers agricoles,1,
Québec,  Agriculture primaire,FERME ROYALA INC,"ST-JOSEPH-DE-BEAUCE, G0S2V0",8431-Ouvriers agricoles,1,
Québec,  Agriculture primaire,Ferme Ruel et Fils,"SAINT-GERVAIS, G0R3C0",8431-Ouvriers agricoles,1,
Québec,  Agriculture primaire,Ferme Sabinoise inc.,"Sainte-Sabine, J0J2B0",8431-Ouvriers agricoles,1,
Québec,  Agriculture primaire,Ferme Saguelait Inc.,"La Baie, G7B3N8",8431-Ouvriers agricoles,1,
Québec,  Agriculture primaire,Ferme Saindon & Fils Inc.,"ST-ALEXANDRE-DE-KAMOURASKA, G0L2G0",8431-Ouvriers agricoles,1,
Québec,  Agriculture primaire,Ferme Saint-Justin S.E.N.C,"JOLIETTE, J6E2L6",8431-Ouvriers agricoles,1,
Québec,  Agriculture primaire,Ferme Samson et fils (1987) SENC.,"FARNHAM, J2N2P9",8431-Ouvriers agricoles,4,
Québec,  Agriculture primaire,Ferme Samuel Bérubé Inc.,"Sainte-Mélanie, J0K3A0",8431-Ouvriers agricoles,1,
Québec,  Agriculture primaire,Ferme St-Ours Inc.,"SAINT-OURS, J0G1P0",8431-Ouvriers agricoles,3,
Québec,  Agriculture primaire,Ferme Strebel et Fils Inc.,"SAINT-BLAISE-SUR-RICHELIEU, J0J1W0",8431-Ouvriers agricoles,1,
Québec,  Agriculture primaire,Ferme St-Valentin senc,"St-Valentin, J0L2L0",8431-Ouvriers agricoles,1,
Québec,  Agriculture primaire,Ferme Turcotte et Fils SENC.,"SAINT-BRUNO, G0W2L0",8431-Ouvriers agricoles,1,
Québec,  Agriculture primaire,Ferme Unik Inc.,"Farnham, J2N2N4",8431-Ouvriers agricoles,1,
Québec,  Agriculture primaire,Ferme Vachalê senc.,"Sainte-Anne-des-Plaines, J0N1H0",8431-Ouvriers agricoles,1,
Québec,  Agriculture primaire,Ferme Valupierre Inc,"Saint-Laurent-de-l'Ile-d'Orléans, G0A3Z0",8431-Ouvriers agricoles,4,
Québec,  Agriculture primaire,Ferme Vertulait 2006 Inc.,"WARWICK, J0A1M0",8431-Ouvriers agricoles,1,
Québec,  Agriculture primaire,Ferme Viajac et Fils Senc.,"MIRABEL, J7N2T4",8431-Ouvriers agricoles,2,
Québec,  Agriculture primaire,Ferme Vianney et Marguerite Turcot inc.,"Saint-André-Avellin, J0V1W0",8431-Ouvriers agricoles,1,
Québec,  Agriculture primaire,Ferme Villers 2003 Inc.,"Bécancour, G9H3P1",8431-Ouvriers agricoles,1,
Québec,  Agriculture primaire,Ferme YM Lacasse Senc,"ROUYN-NORANDA, J0Z1S0",8431-Ouvriers agricoles,2,
Québec,  Agriculture primaire,Ferme Yves Lacoste et Fils Inc.,"UPTON, J0H2E0",8431-Ouvriers agricoles,1,
Québec,  Agriculture primaire,Fermes D & M Sauriol SENC.,"Laval, H7J1C9",8431-Ouvriers agricoles,7,
Québec,  Agriculture primaire,Fermes Froment & Fils inc. (Les),"St-Paul-de-Joliette, J0K3E0",8431-Ouvriers agricoles,3,
Québec,  Agriculture primaire,Fermes G.N.C. inc. (Les),"Saint-Lin-Laurentides, J5M1Y6",8431-Ouvriers agricoles,12,
Québec,  Agriculture primaire,Fermes Gasser Ltée,"PIKE RIVER, J0J1P0",8431-Ouvriers agricoles,2,
Québec,  Agriculture primaire,Fermes J.-F. & C. Gagnon inc.,"Saint-Roch-de-L'Achigan, J0K3H0",8431-Ouvriers agricoles,6,
Québec,  Agriculture primaire,Fermes J.N. Beauchemin & Fils Inc.,"SAINT-OURS, J0G1P0",8431-Ouvriers agricoles,2,
Québec,  Agriculture primaire,Fermes Jacques Coulombe et Fils Ltée,"Saint-Laurent-de-l'île-d'Orléans, G0A3Z0",8431-Ouvriers agricoles,15,
Québec,  Agriculture primaire,"Fermes Rivest, Bourgeois inc. (Les)","Rawdon, J0K1S0",8431-Ouvriers agricoles,2,
Québec,  Agriculture primaire,Fermes Roger Gariépy & Fils inc. (Les),"Saint-Roch-de-L'Achigan, J0K3H0",8431-Ouvriers agricoles,3,
Québec,  Agriculture primaire,Fermes Trudeau inc.,"SAINT-MATHIEU-DE-BELOEIL, J3G0E3",8432-Ouvriers de pépinières et de serres,3,
Québec,  Agriculture primaire,Fermili (2010) Inc.,"NICOLET, J3T1G8",8431-Ouvriers agricoles,2,
Québec,  Agriculture primaire,Filles Auclair inc. (Les),"Lavaltrie, J5T3M9",8431-Ouvriers agricoles,1,
Québec,  Agriculture primaire,Fraisière Faucher inc.,"Pont-Rouge, G3H1L2",8431-Ouvriers agricoles,38,
Québec,  Agriculture primaire,Fraisière ROU.G.I. et fils inc.,"Sainte-Sabine, J0J2B0",8431-Ouvriers agricoles,4,
Québec,  Agriculture primaire,François et Lise Méthot Inc.,"LÉVIS, G7A2N7",8431-Ouvriers agricoles,20,
Québec,  Agriculture primaire,Fromagerie au Gré des Champs Inc.,"St-Jean-sur-Richelieu, J2X5T9",8431-Ouvriers agricoles,1,
Québec,  Agriculture primaire,Fruits et Légumes RG inc.,"L'ISLET, G0R1X0",8431-Ouvriers agricoles,4,
Québec,  Agriculture primaire,G Locas et frères Inc,"St Roch de l'Achigan, J0K3H0",8431-Ouvriers agricoles,4,
Québec,  Agriculture primaire,G.D. Hébert Senc.,"SAINT-CONSTANT, J5A2E7",8431-Ouvriers agricoles,1,
Québec,  Agriculture primaire,Gabriel Turgeon Inc.,"SAINT-FLAVIEN, G0S2M0",8431-Ouvriers agricoles,1,
Québec,  Agriculture primaire,Gérard Asselin et Fils Ltée,"N.-D.-de-Lourdes, J0K1K0",8431-Ouvriers agricoles,6,
Québec,  Agriculture primaire,Gérard Bergeron et fils inc.,"SAINT-LÉON-LE-GRAND, J0K2W0",8431-Ouvriers agricoles,9,
Québec,  Agriculture primaire,Gérard Bergeron et fils inc.,"SAINT-LÉON-LE-GRAND, J0K2W0",8611-Manoeuvres à la récolte,3,
Québec,  Agriculture primaire,Gestion G.R.Y.N. Gilbert Inc.,"SAINTE-CLOTILDE-DE-BEAUCE, G0N1C0",8432-Ouvriers de pépinières et de serres,19,
Québec,  Agriculture primaire,GESTION LIDO INC,"Saint-Lambert, G0S2W0",8431-Ouvriers agricoles,2,
Québec,  Agriculture primaire,Gestion YFL Inc,"LAC-DROLET, G0Y1C0",8431-Ouvriers agricoles,1,
Québec,  Agriculture primaire,Groupe Lieutenant inc.,"Stoke, J0B3G0",8431-Ouvriers agricoles,1,
Québec,  Agriculture primaire,Groupe Passeporc Senc.,"Saint-Sébastien, J0J2C0",8431-Ouvriers agricoles,1,
Québec,  Agriculture primaire,Isabelle Inc.,"Saint-Michel, J0L2J0",8431-Ouvriers agricoles,7,
Québec,  Agriculture primaire,Jardin Jouvence Inc.,"Québec, G2G2R2",8432-Ouvriers de pépinières et de serres,3,
Québec,  Agriculture primaire,Jardinier Huard Inc.,"Saint-Joseph, G0S2V0",8431-Ouvriers agricoles,3,
Québec,  Agriculture primaire,Jardinier Rolland Legault & fils inc.,"Côteau-du-Lac, J0L1B0",8431-Ouvriers agricoles,6,
Québec,  Agriculture primaire,Jardins de Versailles Inc.,"Mont-St-Grégoire, J0J1K0",8431-Ouvriers agricoles,5,
Québec,  Agriculture primaire,Jardins G & R Ltée (Les),"SAINT-LIN-LAURENTIDES, J5M2N1",8431-Ouvriers agricoles,7,
Québec,  Agriculture primaire,Jardins PurDélys Inc.,"SAINT-ISIDORE, J0L2A0",8431-Ouvriers agricoles,28,
Québec,  Agriculture primaire,Jobry Holstein S.E.N.C.,"SAINT-ALEXANDRE, J0J1S0",8431-Ouvriers agricoles,1,
Québec,  Agriculture primaire,John Forest Inc.,"Maria, G0C1Y0","8252-Entrepreneurs de services agricoles, surveillants d'exploitations agricoles et ouvriers spécialisés dans l'élevage",1,
Québec,  Agriculture primaire,Kildare 1 Inc.,"ST-AMBROISE-DE-KILDARE, J0K1C0",8431-Ouvriers agricoles,1,
Québec,  Agriculture primaire,La Ferme Casteljoie inc.,"RIVIÈRE-DU-LOUP, G5R5M6",8431-Ouvriers agricoles,1,
Québec,  Agriculture primaire,La Ferme des Quatre-Temps Inc.,"Montréal, H2Y2J7",8431-Ouvriers agricoles,1,
Québec,  Agriculture primaire,La Ferme Gratien et André Gagné Ltée,"HÉBERTVILLE-STATION, G0W1T0",8431-Ouvriers agricoles,1,
Québec,  Agriculture primaire,La Ferme Grover Inc.,"LAVAL, H7X4G2",8431-Ouvriers agricoles,3,
Québec,  Agriculture primaire,La Ferme La Clef des Champs inc.,"SAINTE-CHRISTINE, J0H1H0",8431-Ouvriers agricoles,2,
Québec,  Agriculture primaire,La Ferme Robrimont senc,"Saint-Pierre-de-la-Rivière-du-Sud, G0R4B0",8431-Ouvriers agricoles,1,
Québec,  Agriculture primaire,La Jardinerie Fernand Fortier Inc.,"PRINCEVILLE, G6L4K6",8432-Ouvriers de pépinières et de serres,1,
Québec,  Agriculture primaire,La Plantation du Pinacle Inc.,"Coaticook, J1A2S8",8432-Ouvriers de pépinières et de serres,6,
Québec,  Agriculture primaire,La Seigneurie de l'Île d'Orléans inc.,"Saint-François-de-l'Île-d'Orléans, G0A3S0",8432-Ouvriers de pépinières et de serres,2,
Québec,  Agriculture primaire,Lait Brebis du Nord Inc.,"Baie-St-Paul, G3Z2N2","8252-Entrepreneurs de services agricoles, surveillants d'exploitations agricoles et ouvriers spécialisés dans l'élevage",1,
Québec,  Agriculture primaire,Le Potager D'Émylou inc.,"Canton Hatley, J0B2C0",8432-Ouvriers de pépinières et de serres,2,
Québec,  Agriculture primaire,Le Potager Grandmont Inc.,"SAINT-GÉDÉON, G0W2P0",8431-Ouvriers agricoles,2,
Québec,  Agriculture primaire,Le Verger Méli-Mélo Senc,"SAINT-EUSTACHE, J7R2M4",8431-Ouvriers agricoles,8,
Québec,  Agriculture primaire,Leclerc Agriculture inc.,"St-Augustin-de-Desmaure, G3A1T1",8431-Ouvriers agricoles,3,
Québec,  Agriculture primaire,L'Équipoule Inc,"MARIEVILLE, J3M1J5",8431-Ouvriers agricoles,18,
Québec,  Agriculture primaire,Les Atocas de l'Érable inc.,"PLESSISVILLE, G6L1R6",8431-Ouvriers agricoles,16,
Québec,  Agriculture primaire,Les Chagnon inc.,"Acton Vale, J0H1A0",8431-Ouvriers agricoles,2,
Québec,  Agriculture primaire,Les Cultures de Chez Nous inc.,"SAINTE-BRIGITTE-DES-SAULTS, J0C1E0",8431-Ouvriers agricoles,37,
Québec,  Agriculture primaire,Les Cultures du Castor Inc.,"Leclercville, G0S2K0",8431-Ouvriers agricoles,1,
Québec,  Agriculture primaire,Les Cultures Ferland Inc.,"SAINT-RÉMI, J0L2L0",8431-Ouvriers agricoles,3,
Québec,  Agriculture primaire,Les Élevages Baillargeon inc.,"Ange-Gardien, J0E1E0",8431-Ouvriers agricoles,1,
Québec,  Agriculture primaire,Les Élevages Charbonneau Inc.,"SAINT-LOUIS, J0G1K0",8431-Ouvriers agricoles,4,
Québec,  Agriculture primaire,Les élevages du 6 Inc.,"Stoke, J0B3G0",8431-Ouvriers agricoles,1,
Québec,  Agriculture primaire,Les Élevages Lemay Inc.,"Saint-Édouard-de-Lotbinière, G0S1Y0",8431-Ouvriers agricoles,1,
Québec,  Agriculture primaire,Les Élevages Madystar SENC,"La-Visitation-de-Yamaska, J0G1C0",8431-Ouvriers agricoles,2,
Québec,  Agriculture primaire,Les entreprises agricoles Lacombe inc.,"SAINTE-MARIE-MADELEINE, J0H1S0",8431-Ouvriers agricoles,2,
Québec,  Agriculture primaire,Les entreprises Bergeron senc,"Saint-Alexandre-d’Iberville,, J0J1S0",8431-Ouvriers agricoles,1,
Québec,  Agriculture primaire,Les Entreprises Lirane inc.,"Inverness, G0S1K0",8431-Ouvriers agricoles,1,
Québec,  Agriculture primaire,LES ENTREPRISES MJT INC.,"HENRYVILLE, J0J1E0",8431-Ouvriers agricoles,1,
Québec,  Agriculture primaire,Les Entreprises Noldeau inc.,"SAINT-EUGÈNE-DE-GUIGUES, J0Z3L0",8431-Ouvriers agricoles,1,
