Employer,Address,Positions,Province,Latitude,Longitude
9038-7747 Québec Inc (Bernard Breton),"415 Principale Street, Saint-Narcisse, QC  G0S 1W0",4,Quebec,46.541448,-71.432931
9042-5893 Qc inc.,"487, route 216, Stoke, QC  J0B 3B0",1,Quebec,45.525533,-71.250494
9054-2291 Québec Inc.,"120, rang de la Montagne, Rougemont, QC  J0L 1M0",8,Quebec,45.43813,-73.092904
9057-0565 Québec Inc. (Vergers Leahy),"1772, route 209, Franklin, QC  J0S 1E0",8,Quebec,45.02937,-73.92373
9058-3964 Québec Inc. - Jean Lemay,"1226, rang Salvail Sud, Saint-Jude, QC  J0H 1P0",40,Quebec,45.77193,-72.98863
9094-0875 Québec inc.,"2650 Gouin Boulevard West, Montreal, QC  H3M 1B4",4,Quebec,45.57718,-73.656288
9102-9934 Québec inc,"800, route 263, Saint-Louis-de-Blandford, QC  G0Z 1B0",4,Quebec,46.220281,-72.047316
9108-7817 Quebec Inc,"6293 Casgrain Avenue, Montreal, QC  H2S 2Z2",1,Quebec,45.530917,-73.606218
9121-2399 Québec inc.,"929 Principale Street, Saint-Ferdinand, QC  G0N 1N0",19,Quebec,46.112329,-71.57336
9127-7079 Québec inc (Manon Thibert),"359B, rang de l'Église, Saint-Édouard, QC  J0L 1Y0",9,Quebec,45.23844,-73.5129
9128-1071 Quebec Inc,"2035, rang Papineau, Saint-Paul-d'Abbotsford, QC  J0E 1A0",35,Quebec,45.435286,-72.883572
9150-5784 Québec inc,"124, chemin des Raymond, Rivière-du-Loup, QC  G5R 5X4",7,Quebec,47.829313,-69.513848
9168-7368 Québec Inc.,"375, rang 9 Ouest, Plessisville, QC  G6L 2Y2",10,Quebec,46.2042323,-71.7511832
9190-3591 Quebec inc (Verger Philion),"8, place Berlioz, Candiac, QC  J5R 3Z4",3,Quebec,45.383809,-73.508614
9196-7273 Québec inc.,"3545 Bécancourt Street, Lyster, QC  G0S 1V0",1,Quebec,46.383591,-71.637416
9199-1802 Québec inc.,"429, chemin Royal, Saint-François-de-l'Île-d'Orléans, QC  G0A 3S0",2,Quebec,47.001216,-70.813840
9204-8628 Québec Inc,"1703 Sanguinet Street, Montreal, QC  H2X 3G5",3,Quebec,45.514318,-73.564609
9260-6946 Québec Inc. (Serres Cléroux Mirabel),"6405, montée Villeneuve, Mirabel, QC  J7N 2H1",37,Quebec,45.598205,-74.026717
9268-8894 Québec Inc.,"5555 Casgrain Avenue, Suite 301, Montreal, QC  H2T 1Y1",1,Quebec,45.527144,-73.597952
9274-7948 Quebec inc. Les Serres Sagami St-Janvier,"16949, chemin Victor, Saint-Janvier Mirabel, QC  J7P 1P3",16,Quebec,45.580767,-73.859342
9274-9076 Québec Inc. (Ferme Quinn),"2495 Perrot Boulevard, Notre-Dame-de-l'Île-Perrot, QC  J7V 8P4",4,Quebec,45.3500637,-73.903358
9280-7692 Quebec inc.,"3575 Du Parc Avenue, Suite 4115, Montreal, QC  H2X 3P9",1,Quebec,45.510287,-73.575074
9296-9070 Québec inc.,"6785 Geoffrion Avenue, Saint-Hyacinthe, QC  J2R 1A9",18,Quebec,45.6497267,-72.9873233
9320-2232 Québec inc,"700 Lucien-Thibodeau Street, Portneuf, QC  G0A 2Y0",59,Quebec,46.6936,-71.862257
9320-9575 Québec inc.,"700 Lucien-Thibodeau Street, Portneuf, QC  G0A 2Y0",14,Quebec,46.6936,-71.862257
9320-9583 Québec inc,"700 Lucien-Thibodeau Street, Portneuf, QC  G0A 2Y0",23,Quebec,46.6936,-71.862257
9329-9923 Québec Inc.,"5830A Du Parc Avenue, Montreal, QC  H2V 4H3",2,Quebec,45.525757,-73.610204
A & R Boulet Inc.,"482, chemin de la Rivière-du-Sud, Saint-François-de-la-Rivière-du-Sud, QC  G0R 3A0",2,Quebec,46.671567,-71.110015
À Chacun Son Pain Inc.,"1006 Monseigneur-De Laval Boulevard, Baie-Saint-Paul, QC  G3Z 2W2",1,Quebec,47.441929,-70.51573
A. Bélisle et fils senc,"710, 25e Avenue, Saint-Eustache, QC  J7R 4K3",60,Quebec,45.579193,-73.878348
A. Lassonde Inc.,"170, 5e Avenue, Rougemont, QC  J0L 1M0",20,Quebec,45.43813,-73.092904
A. MALO COMPAGNIE LIMITÉE,"171 Saint-Barthelemy Street South, Joliette, QC  J6E 5N9",3,Quebec,46.020781,-73.438934
A.A. Juices Canada Inc.,"1584 Beaulac Street, Montreal, QC  H4R 1W8",1,Quebec,45.4986667,-73.7109921
"A.V. Inc., Atocas Villeroy","100, route 165 Sud, Plessisville, QC  G6L 2Y2",2,Quebec,46.2042323,-71.7511832
A7 Intégration Inc.,"884 Cowie Street, Granby, QC  J2J 1A8",1,Quebec,45.39453,-72.761925
AAA Canada Inc.,"780 Brewster Avenue, Suite 03-200, Montreal, QC  H4C 2K1",3,Quebec,45.483324,-73.583975
ABB Inc,"8585 Trans-Canada Highway, Saint-Laurent, QC  H4S 1Z6",3,Quebec,45.490893,-73.751632
Abrasifs J.J.S. Inc.,"900, chemin Olivier, Saint-Nicolas, QC  G7A 2N1",1,Quebec,46.694215,-71.3090329
Absolunet inc.,"4800 Ambroise-Lafortune Street, Suite 101, Boisbriand, QC  J7H 1S6",1,Quebec,45.641148,-73.872321
Académie de Karting Jim Russell,"1281, chemin du Village, Mont-Tremblant, QC  J8E 1G7",1,Quebec,46.180978,-74.613912
Académie Tennis Momentum,"740 Pontbriand Street, Repentigny, QC  J6A 7A1",1,Quebec,45.755471,-73.453369
ACDF architecture - design urbain - intérieur,"5605 De Gaspé Avenue, Suite 304, Montreal, QC  H2T 2A4",1,Quebec,45.527505,-73.597029
Acensi,"430 Sainte-Hélène Street, Suite 501, Montreal, QC  H2Y 2K7",2,Quebec,45.501413,-73.558536
Acquisio Inc.,"6300 Auteuil Avenue, Suite 300, Brossard, QC  J4Z 3P2",2,Quebec,45.46814,-73.465026
AD Media inc.,"2305 André Street, Brossard, QC  J4Z 3A1",1,Quebec,45.478337,-73.459491
Addition Elle,"250 Sauvé Street West, Montreal, QC  H3L 1Z2",1,Quebec,45.542796,-73.662597
Adèle Bistro inc.,"1241, chemin du Chantecler, Sainte-Adèle, QC  J8B 2Y3",1,Quebec,45.9513425,-74.1422459
ADNM International Inc.,"4000 Louis-B.-Mayer Street, Laval, QC  H7P 0J1",1,Quebec,45.57732,-73.802474
Advantech Wireless,"657 Orly Avenue, Dorval, QC  H9P 1G1",5,Quebec,45.455565,-73.732098
Affiliated - Agents de Douanes Ltée,"411 Des Récollets Avenue, Montreal, QC  H2Y 1W3",1,Quebec,45.501173,-73.558911
Agence du revenu du Québec,"3800 De Marly Street, Québec, QC  G1X 4A5",1,Quebec,46.751709,-71.331014
Agence Zoï Inc.,"430 Sainte-Hélène Street, Suite 305, Montreal, QC  H2Y 2K7",1,Quebec,45.501413,-73.558536
Agritabex Inc.,"1380, rang Sud, Saint-Thomas-de-Joliette, QC  J0K 3L0",4,Quebec,46.012426,-73.355485
Agrocentre St-Hyacinthe,"7605 Duplessis Avenue, Saint-Hyacinthe, QC  J2R 1S5",1,Quebec,45.653024,-72.967201
Aheeva Technologie Inc.,"1400 Metcalfe Street, Suite 200, Montreal, QC  H3A 1X2",1,Quebec,45.500703,-73.572237
Aimia inc.,"525 Viger Avenue West, Suite 1000, Montreal, QC  H2Z 0B2",1,Quebec,45.505975,-73.564905
Air Canada,"7373 De La Côte-Vertu Boulevard, Saint-Laurent, QC  H4Y 1H4",1,Quebec,45.510392,-73.681848
Air Canada,"PO Box 14000, Airport Station, Dorval, QC  H4Y 1H4",4,Quebec,45.510392,-73.681848
Air Canada Vacations,"1440 Sainte-Catherine Street West, Suite 600, Montreal, QC  H3G 1R8",1,Quebec,45.496112,-73.576751
Air Liquide Canada,"1250 René-Lévesque Boulevard West, Montreal, QC  H3B 5E6",1,Quebec,45.497394,-73.571571
Aircraft Maintenance Systems RD Inc.,"1100 Sherbrooke Street West, Suite 100, Montreal, QC  H3A 1G7",1,Quebec,45.501854,-73.576509
Airports Council International,"800 Du Square Victoria Street, Suite 1810, PO Box 302, Montreal, QC  H4Z 1G8",1,Quebec,45.515662,-73.532113
Akka Groupe Amérique du Nord Inc.,"2000 Peel Street, Suite 660, Montreal, QC  H3T 2W5",8,Quebec,,
Alchimie 24 Inc. (Alchemy 24 Inc.),"4710 Saint-Ambroise Street, Suite 352, Montreal, QC  H4C 2C7",1,Quebec,45.471077,-73.585455
"Aldex Chemical Company, Ltd.","630 Laurent Street, Granby, QC  J2G 8V1",1,Quebec,45.390674,-72.754589
Aldo Group Inc.,"2300 Émile-Bélanger Street, Montreal, QC  H4R 3J4",4,Quebec,45.550403,-73.600109
ALESSCLA inc.,"550 Nadeau Street, Sainte-Marie, QC  G6E 3L5",1,Quebec,46.436877,-71.008154
Ali Et Les Princes De La Rue,"3700 Crémazie Street, Montreal, QC  H2A 1B2",1,Quebec,45.566457,-73.603596
Alstom Réseau Canada ULC(Alstom Grid Canada Inc),"1400 Industrielle Street, La Prairie, QC  J5R 2E5",2,Quebec,45.400713,-73.496862
Alta Construction,"1655 De Beauharnois Street, Montreal, QC  H4N 1J6",1,Quebec,45.52833,-73.653292
Alta Precision Inc.,"11120 Colbert Street, Anjou, QC  H1J 2S1",6,Quebec,45.617666,-73.590848
Altech 7-Iles Inc.,"555 Laure Boulevard East, Sept-Îles, QC  G4R 4K6",1,Quebec,50.335636138916,-65.8111572265625
Alten Canada inc.,"1100 René-Lévesque Boulevard West, Suite 1350, Montreal, QC  H3B 4N4",10,Quebec,45.498856,-73.570201
Altex Décoration Ltée,"3530 Des Entreprises Boulevard, Terrebonne, QC  J6X 4J8",1,Quebec,45.715468,-73.714913
Altitude Aerospace,"2705 Pitfield Boulevard, Suite 200, Montreal, QC  H4S 1T2",3,Quebec,45.4948839,-73.7440648
Amanda-Joe Plantations,"275, chemin Laberee, Sawyerville (Cookshire-Eaton), QC  J0B 3A0",6,Quebec,45.335595,-71.563075
Amaris Conseil Inc.,"204 Saint-Sacrement Street, Suite 300, Montreal, QC  H2Y 1S6",1,Quebec,45.5049,-73.556642
AMAYA INC.,"7600 Trans-Canada Highway, Pointe-Claire, QC  H9R 1C8",1,Quebec,45.478221,-73.797033
Aménagement Côté Jardin Inc.,"4303 Hogan Street, Montreal, QC  H2H 2N2",6,Quebec,45.538758,-73.565632
Aménagement Denis et Fils Inc.,"1105, montée Masson, Laval, QC  H7E 1S3",4,Quebec,45.592034,-73.676618
Ammex Impots Income Tax Ltd,"204, chemin d'Aylmer, Suite 304, Gatineau, QC  J9H 1A1",1,Quebec,45.3958513,-75.8305908
André et Dominic Palardy,"231, rang Saint-Louis, Saint-Damase, QC  J0H 1J0",12,Quebec,45.711236,-72.73277
Andritz Hydro Canada inc.,"6100 Trans-Ccanada Highway, Pointe-Claire, QC  H9R 1B9",1,Quebec,45.478221,-73.797033
Andy Transport Inc.,"4225 Hébert Boulevard, Salaberry-de-Valleyfield, QC  J6S 6J2",1,Quebec,45.199732,-74.164525
Apcurium Group,"7520 Du Mile-End Street, Montreal, QC  H2R 3A4",1,Quebec,45.5322,-73.621464
APECQ,"6550, chemin de la Côte-de-Liesse, 2nd Floor, Saint-Laurent, QC  H4T 1E3",1,Quebec,45.504464,-73.665844
AppDirect Canada inc.,"279 Prince Street, Montreal, QC  H3C 2N4",1,Quebec,45.497856,-73.557479
Aptitude X inc.,"2030 Pie-IX Boulevard, Suite 208, Montreal, QC  H1V 2C8",1,Quebec,45.550547,-73.542163
Aquabrass Inc,"9805 Clark Street, Montreal, QC  H3L 2R5",1,Quebec,45.546106,-73.660313
Arclay Technologies Naturelles inc.,"275 Flanagan Street, Châteauguay, QC  J6J 3N7",1,Quebec,45.366515,-73.726776
Ardene,"4848 Roselyn Avenue, Montreal, QC  H3W 2L2",7,Quebec,45.48984,-73.623688
Arrival Air & Sea Transport Inc.,"2445, chemin Duncan, Mont-Royal, QC  H4P 2A2",1,Quebec,45.502848,-73.663186
Art Massif Structure de bois inc,"909, côte Saint-Aubert, PO Box 924, Saint-Jean-Port-Joli, QC  G0R 3G0",1,Quebec,47.189526,-70.267506
Artemano Canada Inc.,"1816 Le Corbusier Boulevard, Laval, QC  H7S 2K1",1,Quebec,45.570048,-73.738414
Association de Montreal pour la Déficience Intellectuelle,"633 Crémazie Boulevard East, Suite 100, Montreal, QC  H2M 1L9",1,Quebec,45.548176,-73.636723
Association d'Entraide Le Chaînon inc.,"4373 De l'Esplanade Avenue, Montreal, QC  H2W 1T2",1,Quebec,45.516978,-73.58487
Association Legit-Quebec,"1093 Des Pins Street, Blainville, QC  J7C 1V3",1,Quebec,45.681188,-73.880939
Assystem Canada Inc.,"395 Sainte-Croix Avenue, Suite 200, Saint-Laurent, QC  H4N 2L3",2,Quebec,45.510708,-73.6705963
Atelier d'usinage Mégatech AQ inc.,"340 Galilée Avenue, Québec, QC  G1P 4M9",1,Quebec,46.802137,-71.295912
Atobec Inc,"219, rang 6, Saint-Rosaire, QC  G0Z 1K0",10,Quebec,46.1391525268555,-72.1544342041016
Atocas Bédard Inc.,"250, rang 1, Saint-Louis-de-Blandford, QC  G0Z 1B0",5,Quebec,46.220281,-72.047316
Atocas Lac St-Jean Inc.,"277 Walberg Boulevard, Dolbeau-Mistassini, QC  G8L 1E5",2,Quebec,48.864751,-72.218302
Atocas Notre Dame inc.,"136, route 165, Sainte-Sophie-d'Halifax, QC  G0P 1L0",37,Quebec,46.153275,-71.707873
Atocas St-François Inc.,"655, rang Saint-François, Saint-Louis-de-Blandford, QC  G0Z 1B0",6,Quebec,46.220281,-72.047316
Atocas St-Louis Inc.,"349, rang 4, Laurierville, QC  G0S 1P0",5,Quebec,46.347413,-71.699516
Atomic Fiction,"2050 De Bleury Street, Suite 800, Montreal, QC  H3A 2J5",15,Quebec,45.507564,-73.56949
Attraction images productions II inc.,"5455 De Gaspé Avenue, Suite 804, Montreal, QC  H2T 3B3",1,Quebec,45.527042,-73.595999
Au Jardin Noir,"523, rang Séraphine, Ange-Gardien, QC  J0E 1E0",3,Quebec,45.358702,-72.922095
Au pays des Petits Fruits senc,"11000, rang Sainte-Henriette, Mirabel, QC  J7J 1Z9",2,Quebec,45.6601223,-73.9632792
Au Potager du Paysan Inc.,"2024, rang Saint-Paul, Saint-Rémi, QC  J0L 2L0",3,Quebec,45.205117,-73.653262
Au Royaume des Fines Herbes Inc.,"127, rang Sainte-Claire, Sainte-Anne-des-Plaines, QC  J0N 1H0",4,Quebec,45.768594,-73.803746
Auberge du Lac Taureau,"1200, chemin de la Baie-du-Milieu, Saint-Michel-des-Saints, QC  J0K 3B0",1,Quebec,46.7077560424805,-73.7726821899414
Auberge Ripplecove Inn 1985 Inc,"700 Ripplecove Street, Ayer's Cliff, QC  J0B 1C0",1,Quebec,45.167395,-72.039906
Auberge St-Gabriel,"426 Saint-Gabriel Street, Montreal, QC  H2Y 2Z9",2,Quebec,45.506968,-73.555053
Audiokinetic Inc,"409 Saint-Nicolas Street, Suite 300, Montreal, QC  H2Y 2P4",2,Quebec,45.502295,-73.556315
Aurel Harvey & Fils Inc.,"544, chemin de la Vallée, La Malbaie, QC  G5A 1C5",6,Quebec,47.678167,-70.175504
Autodesk Canada Co.,"10 Duke Street, Montreal, QC  H3C 2L7",5,Quebec,45.495165,-73.552769
Automic,"380 Saint-Antoine Street West, Suite 7000, Montreal, QC  H2Y 3X7",1,Quebec,45.510924,-73.55448
Aux Aubépines 2002 inc.,"3150, chemin de l'Église, Saint-Polycarpe, QC  J0P 1X0",10,Quebec,45.2722015380859,-74.3366470336914
Aux fruits de la colline,"1720, route du Président-Kennedy Sud, Sainte-Marie, QC  G6E 3A7",1,Quebec,46.425649,-71.034176
Aux Fruits des Champs senc,"398 Eardley Street, Gatineau, QC  J9J 2Y9",6,Quebec,45.4162216,-75.8808382
AUX JARDINS DE LA BERGÈRE,"1898, chemin Beauparlant Ouest, Saint-Damien, QC  J0K 2E0",1,Quebec,46.331327,-73.144097
Axium Robotic et Automation ULC,"10925 Louis-H.-La Fontaine Boulevard, Montreal, QC  H1J 2E8",7,Quebec,45.612375,-73.584187
B Cousineau & Fils  S.E.N.C,"605, rang de la Rivière Sud, Saint-Roch-de-l'Achigan, QC  J0K 3H0",14,Quebec,45.848711,-73.623247
Ballets Jazz De Montreal(Les),"1210 Sherbrooke Street East, Montreal, QC  H2L 1L9",3,Quebec,45.500504,-73.577801
Bangkok Express,"5645 De Monkland Avenue, Montreal, QC  H4A 1E2",2,Quebec,45.475778,-73.622778
Banque Nationale du Canada,"600 De La Gauchetière Street West, Montreal, QC  H3B 4L2",3,Quebec,45.50562,-73.561694
Banque Nationale du Canada,"700 De La Gauchetière Street West, Montreal, QC  H3B 3B5",6,Quebec,45.503201,-73.569465
Bar Furco,"425 Mayor Street, Montreal, QC  H3A 1N9",1,Quebec,45.50568,-73.569327
Bastos Restaurant Inc.,"242 Richelieu Street, Saint-Jean-sur-Richelieu, QC  J3B 6X8",1,Quebec,45.30615,-73.2507665
Bâtiments d'acier Finar Inc.,"790, chemin Olivier, Lévis, QC  G7A 2N1",1,Quebec,46.694215,-71.3090329
Baultar Concept Inc.,"110 J.-E.-Lemieux Street, Windsor, QC  J1S 0A4",1,Quebec,45.5823235,-71.9997938
BCA Research Inc.,"1002 Sherbrooke Street West, Suite 1600, Montreal, QC  H3A 3L6",1,Quebec,45.502222,-73.576155
Beenox inc.,"305 Charest Boulevard East, Suite 700, Québec, QC  G1K 3H3",3,Quebec,46.813533,-71.224271
Behaviour Interactif Inc.,"416 De Maisonneuve Boulevard West, Suite 600, Montreal, QC  H3A 1L2",9,Quebec,45.505746,-73.570266
Bell Canada,"1, carrefour Alexander-Graham-Bell, Verdun, QC  H3E 3B3",2,Quebec,45.4615233,-73.5463761
Benjoporc inc.,"97, rang des Forges, Sainte-Geneviève-de-Batiscan, QC  G0X 2R0",1,Quebec,46.612569,-72.291314
BEST Linen Supply & Service Limited,"15 Fournier Boulevard, Gatineau, QC  J8X 3P1",1,Quebec,45.44916,-75.711363
Best Western plus Hôtel Levesque,"171 Fraser Street, Rivière-du-Loup, QC  G5R 1E2",1,Quebec,47.830319,-69.552522
Beyond Technologies Consulting Inc./SOLUTIONS BEYOND TECHNOLOGIES INC.,"111 Duke Street, Suite 3600, Montreal, QC  H3C 2M1",4,Quebec,45.495114,-73.553389
BG Communications,"4996, place de la Savane, Montreal, QC  H4P 1Z8",1,Quebec,45.499373,-73.653906
Biesse Canada Inc,"18005 Lapointe Street, Suite 105, Mirabel, QC  J7J 0G2",1,Quebec,45.6958423,-73.9238574
Big Bang ERP Inc.,"105 De Louvain Street West, Montreal, QC  H2N 1A3",1,Quebec,45.545406,-73.654759
Billions Productions (Muse) Inc.,"3451 Saint-Jacques Street West, Montreal, QC  H4C 1H1",10,Quebec,45.482472,-73.581644
BIM One,"2828 Laurier Boulevard, Suite 700, Québec, QC  G1V 0B9",1,Quebec,46.7752004,-71.2913585
Bishop's college school,"80, chemin Moulton Hill, Sherbrooke, QC  J1M 1Z8",1,Quebec,45.379574,-71.83997
Blackburn Quartz Inc..(9112-3760 Quebec Inc.),"17 De Brouage Street, Fermont, QC  G0G 1J0",7,Quebec,52.795794,-67.090762
Blais productions inc.,"435, rang Saint-Pierre, Saint-Anselme, QC  G0R 2N0",2,Quebec,46.64819,-70.99023
Bleuetière du Montreuil,"698 Melançon Street, Saint-Bruno, QC  G0W 2L0",5,Quebec,48.485219,-71.649834
Bleuetière Point du Jour,"330, rang Point-du-Jour Sud, Lavaltrie, QC  J5T 3P4",54,Quebec,45.928921,-73.338073
BNP Paribas,"1981 McGill College Avenue, Montreal, QC  H3A 2W8",3,Quebec,45.502029,-73.570987
BNP Paribas IT solutions Canada inc.,"1981 McGill College Avenue, 4th Floor, Montreal, QC  H3A 2W8",7,Quebec,45.502029,-73.570987
Bombardier Aéronautique,"400, chemin de la Côte-Vertu Ouest, Dorval, QC  H4S 1Y9",19,Quebec,45.4787089,-73.7274531
Bombardier Aerospace,"400, chemin de la Côte-Vertu Ouest, Dorval, QC  H4S 1Y9",4,Quebec,45.4787089,-73.7274531
Bombardier Inc.,"400 Côte-Vertu Boulevard West, Dorval, QC  H4S 1Y9",10,Quebec,45.4787089,-73.7274531
Bombardier Inc.,"800 René-Lévesque Boulevard West, 29th Floor, Montreal, QC  H3B 1Y8",27,Quebec,45.514464,-73.556599
Bombardier Transportation Canada Inc.,"1101 Parent Street, Saint-Bruno, QC  J3V 6E6",1,Quebec,45.535967,-73.369498
Bonduelle Canada Inc Division Bedford,"16 Champagnat Street, Bedford, QC  J0J 1A0",39,Quebec,45.133555,-72.966454
Bonduelle Canada inc. (St-Denis),"540, chemin des Patriotes, Saint-Denis-sur-Richelieu, QC  J0H 1K0",50,Quebec,45.805835,-73.106924
Bonduelle Canada Inc. Division Saint-Césaire,"1055, route 112, Saint-Césaire, QC  J0L 1T0",50,Quebec,45.414543,-73.02362
Bossé et Frère Inc.,"275 Bossé Avenue, Montmagny, QC  G5V 2P4",1,Quebec,46.973102,-70.552957
Bottega Pizzeria,"65 Saint-Zotique Street East, Montreal, QC  H2S 1K6",1,Quebec,45.531384,-73.612801
Boucherie et Epicerie Soares & Fils Inc.,"130 Duluth Avenue East, Montreal, QC  H2W 1H1",2,Quebec,45.514909,-73.581298
Boucherie Marcelleria Bari inc,"2605-2609 Fleury Street East, Montreal, QC  H3B 1L8",1,Quebec,,
Boulangerie Et Pâtisserie Riviera,"6674 Beaubien Street, Montreal, QC  H4E 3G3",1,Quebec,45.451028,-73.594183
Boulangerie La Mère Michèle inc.,"2600 Laurier Boulevard, Suite 65, Québec, QC  G1V 4T3",1,Quebec,46.771027,-71.281169
Boulangerie Le Fournand,"194, route 132 Ouest, Percé, QC  G0C 2L0",1,Quebec,48.52314,-64.217248
Boulangerie Sibuet Inc.,"306, route de l'Église, Saint-Jean-Port-Joli, QC  G0R 3G0",1,Quebec,47.189526,-70.267506
Boutique Crazy Halloween / LOL Party Center,"3715 Saint-Laurent Boulevard, Montreal, QC  H2X 2V7",1,Quebec,45.514879,-73.574586
Bovibec,"794, 2e Avenue, Sainte-Anne-de-la-Pérade, QC  G0X 2J0",1,Quebec,46.5834007263184,-72.1990966796875
Brasserie Bernard,"1249 Bernard Avenue West, Montreal, QC  H2V 1V7",1,Quebec,45.519982,-73.608853
Brisson Paysagiste inc,"460, route 165 Sud, Plessisville, QC  G6L 2Y2",4,Quebec,46.2042323,-71.7511832
Bronfman Jewish Education Centre,"5151, côte Sainte-Catherine, Montreal, QC  H3W 1M6",2,Quebec,45.489443,-73.636802
BRP inc.,"565 De La Montagne Street, Valcourt, QC  J0E 2L0",1,Quebec,45.535331,-72.298759
Bryson Farms,"25, chemin Stewart, Shawville, QC  J0X 2Y0",9,Quebec,45.649825,-76.391943
BTT Canada,"3688 Campeau Street, Longueuil, QC  J4L 4T4",1,Quebec,45.518057,-73.440414
Budge Studios Inc. / studios Budge inc.,"55 Mont-Royal Street West, Suite 970, Montreal, QC  H2T 2S6",1,Quebec,45.520639,-73.585869
BUF Canada Inc.,"3575 Saint-Laurent Boulevard, Suite 500, Montreal, QC  H2X 2T6",1,Quebec,45.514036,-73.57248
Buffalo International ULC,"400 Sauvé Street West, Montreal, QC  H3L 1Z8",1,Quebec,45.5416,-73.663462
Buona Notte Bar/Restaurant,"3518 Saint-Laurent Boulevard, Montreal, QC  H2X 2V2",2,Quebec,45.513416,-73.571102
Busbud Inc.,"5425 Casgrain Avenue, Suite 901, Montreal, QC  H2T 1X6",1,Quebec,45.52637,-73.596238
Buzztroop,"482 Victoria Avenue, Saint-Lambert, QC  J4P 2J4",1,Quebec,45.5018897,-73.5123405
C Et G Jetté Inc.,"7325, chemin Verdon, Mirabel, QC  J7N 2V1",4,Quebec,45.616818,-74.061821
C.H.U.M.,"850 Saint-Denis Street, 5th Floor, Montreal, QC  H2X 0A9",49,Quebec,45.511383,-73.5555509
C.R.H. Oral Design inc.,"8225 Mayrand Street, Montreal, QC  H4P 2C7",1,Quebec,45.500947,-73.659245
Caesars Interactive Entertainment Inc.,"1411 Peel Street, Suite 701, Montreal, QC  H3A 1S5",2,Quebec,45.500228,-73.573016
Café Epoca,"6778 Saint-Laurent Boulevard, Montreal, QC  H2S 3C7",1,Quebec,45.533395,-73.61539
Caisse de dépôt et placements du Québec,"1000, place Jean-Paul-Riopelle, Montreal, QC  H2Z 2B3",2,Quebec,45.50323,-73.567858
Caisse desjardins de Rosemont-La Petite -Partie,"2597 Beaubien Street East, Montreal, QC  H1Y 1G4",1,Quebec,45.550362,-73.590337
Camoplast Solideal Inc.,"2675 MacPherson Street, Magog, QC  J1X 0E6",1,Quebec,45.2812905,-72.1060611
Camping Paradiso Inc.,"1281, rang Saint-Flavien, Mont-Carmel, QC  G0X 3J0",1,Quebec,46.47159,-72.67501
Camping St-Boniface inc,"1850 Trudel Boulevard East, Saint-Boniface, QC  G0X 2L0",1,Quebec,46.493096,-72.812642
Canadian Helicopters Limited,"1215, montée Pilon, Les Cèdres, QC  J7T 1G1",2,Quebec,45.346993,-74.088719
Canadian National Railway Company o/a CN Railway,"935 De La Gauchetière Street West, Montreal, QC  H3B 2M9",6,Quebec,45.515111,-73.554136
Canadian Royalties Inc.,"800 René-Lévesque Boulevard West, Suite 410, Montreal, QC  H3B 1X9",3,Quebec,45.514464,-73.556599
CANADIAN WOOD PRODUCTS-MONTRÉAL INC,"407 McGill Street, Suite 315, Montreal, QC  H2Y 2G3",1,Quebec,45.500405,-73.557362
Canards Des Monts Inc,"145, rang des Dix-Terres, Rougemont, QC  J0L 1M0",8,Quebec,45.43813,-73.092904
Canards du Lac Brome Ltée,"40, chemin du Centre, PO Box 3430, Knowlton, QC  J0E 1V0",6,Quebec,45.106752,-72.369331
Canneberge JL inc.,"256 Principale Street, Sainte-Jeanne-d'Arc, QC  G0W 1E0",2,Quebec,48.827226,-72.053892
Canneberges Bécancour Management inc.,"94, rang Saint-François, Saint-Louis-de-Blandford, QC  G0Z 1B0",9,Quebec,46.220281,-72.047316
Canneberges Bieler Inc.,"316, rang Saint-François, Saint-Louis-de-Blandford, QC  G0Z 1B0",17,Quebec,46.220281,-72.047316
Canneberges L & S SEC,"3495, rang 4, Saint-Lucien, QC  J0C 1N0",39,Quebec,45.929801940918,-72.786994934082
Canneberges Quebec Senc,"250, rang 1, Saint-Louis-De-Blandford, QC  G0Z 1B0",2,Quebec,46.220281,-72.047316
Canneberges Sakota inc,"633, rang Saint-Louis Ouest, Notre-Dame-de-Lourdes, QC  G0S 1T0",2,Quebec,46.323926,-71.827228
Canneberges Schneider inc,"351, rang Point-du-Jour Sud, Lavaltrie, QC  J5T 3P2",6,Quebec,45.916435,-73.353986
Cargomar Inc.,"381 Notre-Dame Street, Suite 200, Montreal, QC  H2Y 1T9",1,Quebec,45.501627,-73.55908
Caropac inc.,"736, rang 3, Sainte-Clotilde, QC  J0L 1W0",6,Quebec,45.1579093933105,-73.6762390136719
Carpet Art Deco,"480 Lafleur Avenue, LaSalle, QC  H8R 3H9",1,Quebec,45.433461,-73.646062
Carrousel Auto Inc,"360 Du Séminaire Boulevard, Suite 9, Saint-Jean-sur-Richelieu, QC  J3B 5L1",1,Quebec,45.310218,-73.265129
Casewise Canada Operations Inc.,"2001 University Street, Suite 1700, Montreal, QC  H3A 2A60",1,Quebec,,
CAVALIA Inc,"5100 Hutchison Street, Suite 300, Montreal, QC  H2V 4A9",45,Quebec,45.519158,-73.597466
Cèdres Dupont Inc.,"8095, chemin Sainte-Marguerite, Trois-Rivières, QC  G9B 0M1",2,Quebec,46.311582,-72.630933
Cédrière Del-Fino inc.,"863, rang de la Presqu'île, L'Assomption, QC  J5W 3P4",6,Quebec,45.820642,-73.456049
