Employer,Address,Positions,Province,Latitude,Longitude
1812368 Ontario Inc,"27 Wellington Street, Tillsonburg, ON  N4G 2Z4",5,Ontario,42.878346,-80.7255475
1815652 Ontario Ltd,"7162 Fallan Drive, RR 3, Lucan, ON  N0M 2J0",3,Ontario,43.25412,-81.445985
1830176 Ontario Inc,"426 Mersea Road 3, RR 2, Leamington, ON  N8H 3V5",10,Ontario,42.085786,-82.619578
2202275 Ontario Limited,"Box 276, 94 Church Street West, Delhi, ON  N4B 1X0",10,Ontario,,
2204054 Ontario Inc,"350 Pleasant Ridge Road, Brantford, ON  N3T 5L5",1,Ontario,43.10399,-80.342166
2205281 Ontario Inc,"899 Charlotteville Road 5, RR 2, Simcoe, ON  N3Y 4K1",53,Ontario,42.799864,-80.365007
2206227 Ontario Inc,"1283 Regional Road 21, RR 1, Delhi, ON  N4B 2W4",1,Ontario,42.802439,-80.510602
2206388 Ontario Limited,"1105 Charlotteville Road 5, RR 2, Simcoe, ON  N3Y 4K1",1,Ontario,42.799864,-80.365007
2226987 Ontario Ltd,"3284 Teeterville Road, Windham Centre, ON  N0E 2A0",4,Ontario,42.899097,-80.254473
2229987 Ont Inc,"3811 Highway 59, RR 1, Courtland, ON  N0J 1E0",2,Ontario,42.82926,-80.677946
2230330 Ontario Limited,"610 Schafer Side Road, RR 3, Delhi, ON  N4B 2W6",11,Ontario,42.843216,-80.615434
2230786 Ontario Ltd,"3474 Teeterville Road, RR 3, Vanessa, ON  N0E 1V0",1,Ontario,42.983319,-80.515859
2230835 Ontario Corp,"8094 Anger Road, RR 1, Aylmer, ON  N5H 2R1",2,Ontario,42.769264,-80.968379
2232139 Ont Ltd,"4476 Kevin Road 25, RR 3, Scotland, ON  N0E 1R0",1,Ontario,43.035999,-80.240425
2251838 Ont Inc,"Box 1885, London, ON  N6A 5J4",20,Ontario,42.981221,-81.254396
2265530 Ontario Limited,"1900 Charlotteville Road 5, RR 2, Simcoe, ON  N3Y 4K1",4,Ontario,42.799864,-80.365007
2268262 Ontario Inc.,"17 Knightsbridge Road, Suite 310, Brampton, ON  L6T 3X9",1,Ontario,43.721762,-79.713383
2274652 Ontario Inc,"730 Norfolk County Road 19 West, RR 2, Vanessa, ON  N0E 1V0",2,Ontario,42.983319,-80.515859
2350848 Ontario Inc,"923 Norfolk County Road 21, RR 1, Courtland, ON  N0J 1E0",2,Ontario,42.82926,-80.677946
2381356 Ontario Inc.,"629 Eastern Avenue, Suite H/I, Toronto, ON  M4M 1E4",2,Ontario,43.658761,-79.336842
2396323 Ontario Inc,"212 Wigle Avenue, Kingsville, ON  N3Y 2J9",12,Ontario,42.84441,-80.30105
30th Birthday Productions (Muse) Inc.,"1545 Maley Drive, Sudbury, ON  P3A 4R7",2,Ontario,46.52029,-80.905739
4M Farms Inc,"3949 Teeterville Road, Teeterville, ON  N0E 1S0",12,Ontario,42.94543,-80.444908
4th Gen Duwyn Farms Inc,"3348 Swimming Pool Road, La Salette, ON  N0E 1H0",3,Ontario,42.902746,-80.546252
8667829 Canada Inc.,"2740B Promenade Queensview, Ottawa, ON  K2B 2A2",1,Ontario,45.352299,-75.789158
9212 Yonge Medical Centre,"9212 Yonge Street, Richmond Hill, ON  L4C 7A2",1,Ontario,43.851565,-79.432658
998132 Ontario Ltd,"2894 Nixon Road, RR 1, Windham Centre, ON  N0E 2A0",11,Ontario,42.899097,-80.254473
998133 Ontario Ltd,"2871 Nixon Road, Windham Centre, ON  N0E 2A0",11,Ontario,42.899097,-80.254473
A Hillier Vineyard Inc,"7 Bishop Avenue, Suite 1907, North York, ON  M2M 4J4",5,Ontario,43.7817952,-79.4154375
Aaliyah Productions Inc.,"20 Butterick Road, Suite 4, Toronto, ON  M8W 3Z8",2,Ontario,43.614379,-79.530992
Abbruzzese Farms Ltd,"1710 Road 4 East, RR 2, Kingsville, ON  N9Y 2E5",5,Ontario,42.065217,-82.737544
Abe Epp & Family Inc,"1300 Lakeshore Road RR 3, Niagara-on-the-Lake, ON  L0S 1J0",13,Ontario,43.25351,-79.126832
Ace Renovations Ltd,"3270 Sharp Road, Burlington, ON  L7M 0J4",1,Ontario,43.4071311,-79.8165422
Adamson Farms Ltd,"312 Mersea Road 5, Leamington, ON  N8H 3V5",1,Ontario,42.085786,-82.619578
Adena Springs North,"14875 Bayview Avenue, Aurora, ON  L4G 0K8",5,Ontario,43.9921285,-79.4338188
Advanced Micro Devices Inc.,"1 Commerce Valley Drive East, Markham, ON  L3T 7X6",1,Ontario,43.8452464,-79.3779715
Agriville Farms Ltd,"1876 Seacliff Drive, Kingsville, ON  N9Y 2N1",149,Ontario,42.0397218,-82.6670283
AJ Lepp Orchards Ltd,"1196 Irvine Road, RR 5, Niagara-on-the-Lake, ON  L0S 1J0",28,Ontario,43.25351,-79.126832
Albuna Express Ltd,"306 Essex Road, 18, Leamington, ON  N8H 3V5",15,Ontario,42.085786,-82.619578
Albuna Farms Inc,"768 Highway 77, Leamington, ON  N8H 3V8",46,Ontario,42.087276,-82.61951
Albuna Plant Farm,"341 East County Road 14, RR 1, Cottam, ON  N0R 1B0",13,Ontario,42.274227,-82.718656
Algoma Orchards Ltd,"201 Regional Road 42, Newcastle, ON  L1B 1L9",178,Ontario,43.917887,-78.548227
All Weather Farming Inc,"6 Evans Street, Box 91, RR 3, Port Ryerse, ON  N3Y 4K2",2,Ontario,42.75529,-80.257461
Allan Maertens Ltd,"147 12th Concession Road, RR 3, Harley, ON  N0E 1E0",8,Ontario,43.054185,-80.418048
Allegro Acres Inc,"Box 490, Ruthven, ON  N0P 2G0",51,Ontario,42.083449,-82.686365
Allossery Brothers Farm Inc,"10796 Eberts Line, RR 2, Chatham, ON  N7M 5J2",1,Ontario,42.488977,-82.178638
Almond's Farm Market,"206668 Highway 26 East, RR 4, Meaford, ON  N4L 1W7",7,Ontario,44.523921,-80.74274
Alpine Nursery & Farms Ltd,"845 Four Mile Creek Road RR 4, Niagara-on-the-Lake, ON  L0S 1J0",4,Ontario,43.25351,-79.126832
Alto Restoration Inc.,"148 Toryork Drive, Toronto, ON  M9L 1X6",2,Ontario,43.753833,-79.544739
Amaya Express,"1545 Bayview, Toronto, ON  M4G 3B5",1,Ontario,43.704416,-79.374524
Amaya Express Davenport Inc.,"21 Davenport Road, Suite 23, Toronto, ON  M5R 1H2",1,Ontario,43.672913,-79.388888
Amaya Express Queen Street,"1168 Queen Street East, Toronto, ON  M4M 1L4",1,Ontario,43.66282,-79.332705
Amaya Indian Room,"1701 Bayview Avenue, Toronto, ON  M4G 3C1",1,Ontario,43.7078495,-79.375919
Amco Farms Inc,"523 Wilkinson Drive, Box 61, Leamington, ON  N8H 3W1",30,Ontario,42.052702,-82.60397
Amicone Greenhouses Inc,"293 Talbot Street West, Leamington, ON  N8H 4H3",5,Ontario,42.047491,-82.622982
Analog Devices Inc.,"777 Bay Street, Suite 2303, Toronto, ON  M5G 2C8",1,Ontario,43.660241,-79.38546
Ancila's Indian Cuisine,"6905 Millcreek Drive, Unit 11, Mississauga, ON  L5N 6A3",1,Ontario,43.595497,-79.757426
Andrewes Farm Limited,"4764 Mountainview Road, Beamsville, ON  L0R 1B3",16,Ontario,43.194695,-79.502571
Andrew's Greenhouses Inc,"1008E Road 6, Ruthven, ON  N0P 2G0",18,Ontario,42.083449,-82.686365
Andy Myers Lodge,"Box 1, Site 302, RR 3, Dryden, ON  P8N 3G2",2,Ontario,49.838714,-92.858634
Angelluci's,"78 George Street, Unit 201, Ottawa, ON  K1N 5W1",1,Ontario,45.4277879,-75.6903999
Antonio Bajar Greenhouses Limited,"18545 Keele Street, RR 2, Newmarket, ON  L3Y 4V9",18,Ontario,44.07981,-79.539912
Appledore Farms Inc,"24759 Lindsay Road, RR 7, Dresden, ON  N0P 1M0",1,Ontario,42.577142,-82.174695
Appletree Medical Group Inc.,"2575B Baseline Road, Ottawa, ON  K2H 7B3",1,Ontario,45.34167,-75.786484
Aquatech Dewatering Company Inc,"69 Connie Cres, Concrod, ON  L4K 1L3",1,Ontario,43.82131,-79.4910311
Arbor Garden Centre & Nursery,"6556 Trafalgar Road, RR 1, Hornby, ON  L0P 1E0",2,Ontario,43.522467,-79.747031
Arc Production Ltd.,"230 Richmond Street East, Toronto, ON  M5A 1P4",1,Ontario,43.653196,-79.370351
Architects,"Ground Floor, 9 Heathmans Road, London, 0  0 0",1,Ontario,,
Ark Tobacco Farms Ltd,"206 McDowell Road East, RR 1, Simcoe, ON  N3Y 4K1",2,Ontario,42.799864,-80.365007
Armatec Survivability Corp.,"1 Newton Avenue, Dorchester, ON  N0L 1G4",1,Ontario,43.029374,-81.060464
Aroma Expresso Bar,"180 Kent Street, Suite 300, Ottawa, ON  K1P 0B6",1,Ontario,45.4178545,-75.7014965
Ashley Gardens Inc,"525 Road 7, Leamington, ON  N8H 3V8",8,Ontario,42.087276,-82.61951
ASI Group Ltd.,"250 Martindale Road, P.O. Box 2205, St. Catharines, ON  L2R 7R8",1,Ontario,43.20273,-79.265946
Asymetric Media Ltd.,"415 Yonge Street, Suite 200, Toronto, ON  M5B 2E7",3,Ontario,43.6593862,-79.3822058
Atkinson Farms Ltd,"705257 County Road 21, Melancthon, ON  L9V 2A2",2,Ontario,44.187719,-80.2720446
Atlas Copco Canada Inc. o/a Atlas Copco Construction Equipment,"1025 Tristar, Mississauga, ON  L5T 1W5",1,Ontario,43.652879,-79.667516
Avalon Orchards,"3150 5th Line, Innisfil, ON  L9S 4P7",1,Ontario,44.2520725,-79.654591
AVK Nursery Holdings Inc,"1724 Concession 4, Rockton, ON  L0R 1X0",22,Ontario,43.300708,-80.12683
Aztec Structual Restoration,"11 Holland Drive, Unit 1, Bolton, ON  L7E 7G4",4,Ontario,,
B & S Crevits Farms Ltd,"57575 Light Line, RR 1, Vienna, ON  N0J 1Z0",5,Ontario,42.717721,-80.771112
B & T Oakley Orchards Ltd,"416291 10th Line, RR 1, Clarksburg, ON  N0H 1J0",42,Ontario,44.545368,-80.46633
B&M Models,"645 King Street West, Suite 401, Toronto, ON  M5V 1M5",1,Ontario,43.644407,-79.400205
Balfour Greenhouses,"1396 Balfour Street, Fenwick, ON  L0S 1C0",6,Ontario,43.030539,-79.349008
Ballet Jorgen Canada,"160 Kendal Avenue, Building C, Room 126, Toronto, ON  M5R 1M3",6,Ontario,43.675937,-79.410145
Bamford Family Farms,"496823 Grey Road 2, RR 2, Clarksburg, ON  N0H 1J0",12,Ontario,44.545368,-80.46633
Bangkok Thai Cuisine,"212 Currey Cres, Newmarket, ON  L3Y 5M9",1,Ontario,44.040229,-79.467869
Bank of Montreal,"55 Bloor Street West, 6th Floor, Toronto, ON  M4W 3N5",1,Ontario,43.669683,-79.388704
Barbetta Orchards Ltd,"245721 Side Road 22, RR 3, Meaford, ON  N4L 0A7",7,Ontario,44.6265468,-80.6261703
Barrick Gold Corporation,"161 Bay Street, Suite 3700, Toronto, ON  M5J 2S1",1,Ontario,43.645478,-79.378843
Barrie & Community Family Health Team,"5 Quarry Ridge Road, Suite 302, Barrie, ON  L4M 7G1",1,Ontario,44.36602,-79.639905
Barrie Hill Farms,"2935 Barrie Hill Road, RR 2, Barrie, ON  L4M 4S4",6,Ontario,44.409631,-79.728613
Bassett & Walker International Inc,"2 Berkeley Street, Suite 303, Toronto, ON  M5A 4J5",1,Ontario,43.6501109,-79.3635313
BATB III Productions Inc.,"777 Kipling Avenue, Suite 102, Toronto, ON  M8Z 5Z4",15,Ontario,43.631342,-79.530953
Bayview Medical Centre,"2722 Bayview Avenue, Toronto, ON  M2L 1B9",1,Ontario,43.7607175,-79.386695
Belmor Farms,"1695 Niagara Stone Road, RR 2, Niagara-on-the-Lake, ON  L0S 1J0",28,Ontario,43.25351,-79.126832
Berkel Greenhouses Inc,"223 14th Street East, RR 4, Simcoe, ON  N3Y 4K3",6,Ontario,42.874092,-80.302307
Beverly Greenhouses Limited,"1247 4th Concession West, Waterdown, ON  L0R 2H2",34,Ontario,43.333372,-79.974032
BHS Greenhouses Ltd,"681 Concession 14 Townsend, Simcoe, ON  N3Y 4K3",2,Ontario,42.874092,-80.302307
Birnam Orchards Ltd,"6749 Nauvoo Road, RR 1, Arkona, ON  N0M 1B0",10,Ontario,43.062286,-81.766377
Black Top Ends Ltd,"10 McKenzie Lane, Oakland, ON  N0E 1L0",6,Ontario,43.022619,-80.346728
BlackBerry,"2240 University Avenue, East RIM C, Waterloo, ON  N2K 0A9",3,Ontario,43.4945571,-80.4827074
Bloor & Kennedy Flower Shop,"2194 Bloor Street West, Toronto, ON  M6S 1N4",1,Ontario,43.651278,-79.476187
Blu Design & Communications Inc,"171 East Liberty Street, Suite 216, Toronto, ON  M6K 3P6",1,Ontario,43.638102,-79.421562
BlueCat Networks Inc.,"4101 Yonge Street, Suite 502, Toronto, ON  M2P 1N6",1,Ontario,43.74345,-79.406429
BMW Farms,"1555 15/16 Side Road, RR 1, Stayner, ON  L0M 1S0",17,Ontario,44.4197616577148,-80.089469909668
Bnei Akiva Schools,"159 Almore Avenue, Toronto, ON  M3H 2H9",1,Ontario,43.746246,-79.446619
Bo Series 5 Inc.,"124 The East Mall, Toronto, ON  M8Z 5V5",2,Ontario,43.622463,-79.549985
Bob Dick Plant Farm Ltd,"1204 Mersea Road 1, RR 4, Leamington, ON  N8H 3V7",29,Ontario,42.062069,-82.467053
Boekstyn Greenhouses Inc,"4019 13th Street Louth, Jordan Station, ON  L0R 1S0",3,Ontario,43.152372,-79.36548
Bonduelle Ontario Inc - Tecumseh,"1192 Lacasse Boulevard, Tecumseh, ON  N8N 2M4",12,Ontario,42.304199,-82.984978
Boots Farms Inc,"231 Concession 13, Scotland, ON  N0E 1R0",30,Ontario,43.035999,-80.240425
Botden Orchards Ltd,"067205 4 Side Road, RR 1, Thornbury, ON  N0H 2P0",66,Ontario,44.559855,-80.469424
Bottom of the World (Production Services Canada) Inc.,"800 Industrial Avenue, Suite 6, Ottawa, ON  K1G 4B8",5,Ontario,45.406249,-75.631085
Bottom of the World Film Productions Inc.,"800 Industrail Avenue, Suite 12, Ottawa, ON  K1G 4B8",2,Ontario,45.406249,-75.631085
Bourie Richard Moreau Inc.,"172 Concession 14, Puslinch, ON  N0B 2J0",1,Ontario,43.511941,-79.880549
BPA Consulting Group Ltd.,"90 Burnhamthorpe Road West, Suite 300, Mississauga, ON  L5B 3C3",1,Ontario,43.5914766,-79.6378405
Brad & Linda Claes Farms Limited,"1579 2nd Concession Road, RR 3, Delhi, ON  N4B 2W6",4,Ontario,42.843216,-80.615434
Bradford Greenhouses Ltd,"2433 12th Line, Box 625, Bradford, ON  L3Z 2B2",31,Ontario,44.11567,-79.561624
Brama Entertainment Inc.,"19 Glenforest Road, Brampton, ON  L6S 1L8",1,Ontario,43.731267,-79.722971
Bramble Lane Farms,"145 Middle Townline Road, RR 3, Harley, ON  N0E 1E0",11,Ontario,43.054185,-80.418048
Branch Farming Inc,"121 Maple Avenue, Scotland, ON  N0E 1R0",3,Ontario,43.035999,-80.240425
Braxson Corporation,"4 Kingslea Court, Etobicoke, ON  M8Y 3Z7",1,Ontario,43.640077,-79.500214
Brenn B Farms Limited,"1252 5th Concession West, Waterdown, ON  L0R 2H2",32,Ontario,43.333372,-79.974032
Brian's Poultry Services Ltd.,"Box 9, 1350 Highway 9, Mildmay, ON  N0G 2J0",21,Ontario,44.04066,-81.120379
Brink's Canada Limited,"1 Robert Speck Parkway, Suite 1000, Mississauga, ON  L4Z 3M3",1,Ontario,43.596859,-79.637822
Bristow Global Media,"171 Liberty Street, Suite 267, Toronto, ON  M6K 3P6",12,Ontario,43.638102,-79.421562
Brookdale Treeland Nurseries Ltd,"6050 17th Side Road, Schomberg, ON  L0G 1T0",86,Ontario,43.999084,-79.679654
Brooymans Farms Ltd,"6081 Union Road, Port Stanley, ON  N5L 1J2",36,Ontario,42.71978,-81.273994
Bruce Mau Design Inc.,"469C King Street West, Toronto, ON  M5V 3M4",2,Ontario,43.645052,-79.396434
Brunato Farms Ltd,"323 Road 3, RR 2, Leamington, ON  N8H 3V5",25,Ontario,42.085786,-82.619578
Brzeczka Farms,"800 York Road, RR 4, Niagara-on-the-Lake, ON  L0S 1J0",3,Ontario,43.25351,-79.126832
BTB Blue Productions Ltd.,"720A College Street, Toronto, ON  M6G 1C3",2,Ontario,43.6552263,-79.4182668
C & B Farms Inc,"327 Essex Road 18, Leamington, ON  N8H 3V5",18,Ontario,42.085786,-82.619578
C/P Xmas Productions V Inc.,"601 Barton Street East, Hamilton, ON  L8L 2Z8",1,Ontario,43.257371,-79.839332
CADTH,"865 Carling Avenue, Suite 600, Ottawa, ON  K1S 5S8",1,Ontario,45.396324,-75.710827
Caledon Produce Farms Ltd.,"107 9th Concession Road, RR 2, Box 67, Burford, ON  N0E 1A0",7,Ontario,43.096075,-80.437428
Camino Construction Inc.,"67 Cinrickbar Drive, Toronto, ON  M9W 6X3",1,Ontario,43.720841,-79.615227
Canada's Baking and Sweets Show,"93 Woodstream Boulevard, Suite 3, Vaughan, ON  L4L 7Y7",1,Ontario,43.7764191,-79.6053223
Canada's National Ballet School,"400 Jarvis Street, Toronto, ON  M4Y 2G6",3,Ontario,43.662433,-79.376686
Canadian Broadcasting Corporation,"205 Wellington Street West, Toronto, ON  M5V 3G7",3,Ontario,43.6456785,-79.387325
Canadian Forces,"53 Coronel Road, P.O. Box 1000, Stn Main, Borden, ON  L0M 1C0",5,Ontario,44.281891,-79.886127
Canadian Imperial Bank of Commerce,"150 York Street, 12th Floor, Toronto, ON  M5H 3S5",1,Ontario,43.649803,-79.384448
Canadian Imperial Ginseng Ont Ltd,"245715 Milldale Road, Otterville, ON  N0J 1R0",11,Ontario,42.908662,-80.604538
Canadian Institute of Reading Recovery,"10 Morrow Avenue, Suite 202, Toronto, ON  M6R 2J1",1,Ontario,43.652309,-79.447408
Canadian Medical Association,"1867 Alta Vista Drive, Ottawa, ON  K1G 5W8",1,Ontario,45.400425,-75.662137
Canadian Opera Company,"227 Front Street East, Toronto, ON  M5A 1E8",44,Ontario,43.650805,-79.366137
Canadian Poultry Services Inc.,"1350 Highway 9, P.O. Box 9, Mildmay, ON  N0G 2J0",8,Ontario,44.04066,-81.120379
Canadian Thoroughbred Horse Society,"P.O. Box 172, Rexdale, ON  M9W 5L1",4,Ontario,43.719602,-79.59256
Capital Fruit Farm Inc,"118 Windham Road 12, RR 2, Simcoe, ON  N3Y 4K6",2,Ontario,42.826244,-80.460006
Capogna Flowers Inc,"2078 Talbot Road, Box 395, Ruthven, ON  N0P 2G0",15,Ontario,42.083449,-82.686365
Caressant Care Nursing and Retirement Homes Ltd.,"264 Norwich Avenue West, Woodstock, ON  N4S 3V9",1,Ontario,43.1233485,-80.7404095
Carmeuse Lime (Canada) Ltd,"P.O. Box 190, Ingersoll, ON  N5C 3K5",1,Ontario,43.023853,-80.892166
Carproof Corporation,"130 Dufferin Avenue, Suite 1101, London, ON  N6A 5R2",1,Ontario,42.986476,-81.252076
Casa Dea Estate Winery,"1186 Greer Road, Wellington, ON  K0K 3L0",12,Ontario,43.948129,-77.423868
Casse Racing Ontario Inc.,"1367, 3-1750 The Queensway, Etobicoke, ON  M9C 5H5",1,Ontario,43.614839,-79.553721
Catfish Creek Pork Ltd,"RR 1, 264097 Prouse Road, Mount Elgin, ON  N0J 1C0",1,Ontario,43.171085,-80.527139
Cecelia Acres,"210 County Road 31, Leamington, ON  N8H 3V5",30,Ontario,42.085786,-82.619578
Cedar Field Greenhouses Ltd,"439 10th Concession East, RR 1, Freelton, ON  L0R 1K0",5,Ontario,43.397778,-79.968047
Cedar Spring Nursery Ltd,"352 South River Road, RR 2, Elora, ON  N0B 1S0",1,Ontario,43.660503,-80.460409
Cedar Valley Nursery Inc,"16388 Kennedy Road, Newmarket, ON  L3Y 4W1",17,Ontario,44.021683,-79.369811
Cedarline Greenhouses,"11080 Baseline Road, Dresden, ON  N0P 1M0",4,Ontario,42.577142,-82.174695
Celestica International Inc.,"844 Don Mills Road, Toronto, ON  M3C 1V7",1,Ontario,43.727159,-79.340842
Centennial College,"941 Progress Avenue, P.O. Box 631, Stn A, Toronto, ON  M1K 5E9",1,Ontario,43.730144,-79.262937
Centennial Orchards Ltd,"265766 Side Road 25, RR 1, Meaford, ON  N4L 1W5",4,Ontario,44.522931,-80.742541
Centre for Indigenous Theatre,"180 Shaw Street, Suite 208/209, Toronto, ON  M6J 2W5",1,Ontario,43.6461095,-79.4167935
Centric Health Corporation,"20 Eglinton Avenue West, Suite 2100, Toronto, ON  M4R 1K8",1,Ontario,43.706727,-79.398427
Cervini Farms (1993) Ltd,"132 Elliot Street West, Leamington, ON  N8H 1A4",47,Ontario,42.059574,-82.606012
CF Greenhouses,"263 Talbot Street West, Leamington, ON  N8H 4H3",7,Ontario,42.047491,-82.622982
Char-Lyn Farms Ltd,"96 Road 21, RR 4, Langton, ON  N0E 1G0",1,Ontario,42.564953,-80.666115
Chary Produce Ltd,"18 King Street South, Oakland, ON  N0E 1L0",24,Ontario,43.022619,-80.346728
Chateau Des Charmes Wines Ltd,"Box 280, St David's, ON  L0S 1P0",29,Ontario,43.161419,-79.162936
Chatham-Kent Health Alliance,"80 Grand Avenue West, Chatham, ON  N7M 5L9",4,Ontario,42.403004,-82.182128
Chawla Chicken,"7916 Hurontario Street, Suite 24, Brampton, ON  L6Y 0P6",1,Ontario,43.664357,-79.731193
Chips Produce Ltd,"235 Rupke Road, Bradford, ON  L3Z 2A6",7,Ontario,44.111123,-79.548583
Chi-Wow-Wow-Films Inc.,"62 Hook Avenue, 2nd Floor, Toronto, ON  M6P 1T4",1,Ontario,43.665663,-79.459666
Chow's Farms Ltd,"5558 Trafalgar Road, Hornby, ON  L0P 1E0",5,Ontario,43.522467,-79.747031
Chris Verhoeve Farms Ltd,"166108 New Road, La Salette, ON  N0E 1H0",3,Ontario,42.902746,-80.546252
Chudleigh's Apple Farm Ltd,"8501 Chudleigh Way, Milton, ON  L9T 0L9",1,Ontario,43.482845,-79.868844
Chura Hair Salon,"161 Baldwin Street, Suite 4, Toronto, ON  M5T 1L9",1,Ontario,43.6548195,-79.4002935
CI Investments Inc.,"2 Queen Street East, 20th Floor, Toronto, ON  M5C 3G7",1,Ontario,43.652564,-79.379154
Cielo Vista Farms Inc,"768 Highway 77, Leamington, ON  N8H 3V8",49,Ontario,42.087276,-82.61951
Cineflix (Bikers) Inc.,"110 Spadina Avenue, Toronto, ON  M5V 2K4",3,Ontario,43.646875,-79.395729
Cineflix (Investigators 2) Inc.,"110 Spadina Avenue, Toronto, ON  M5V 2K4",1,Ontario,43.646875,-79.395729
CINEPLEX Entertainment LP,"1303 Yonge Street, Toronto, ON  M4T 2Y9",1,Ontario,43.6841159,-79.3924404
Cion Bakery,"210 Silver Star Boulevard, Suite 859, Scarborough, ON  M1V 5J9",1,Ontario,43.8088326,-79.292901
Circle Organic,"338 County Road 10, Millbrook, ON  L0A 1G0",1,Ontario,44.160584,-78.405855
Circle Productions,"490 Adelaide Street West, 1st Floor, Toronto, ON  M5V 1T2",3,Ontario,43.645725,-79.400105
Clean Harbour Catalyst Technologies Inc.,"282 Tecumseh Street, Sarnia, ON  N7T 2K9",1,Ontario,42.959646,-82.409066
Clendenning Bayview Farms Inc,"11014 New Scotland Line, RR 4, Blenheim, ON  N0P 1A0",5,Ontario,42.297117,-81.923025
Code Film Inc.,"579 Richmond Street West, Suite 301, Toronto, ON  M5V 1Y6",2,Ontario,43.646627,-79.402386
Colasanti Farms Ltd,"Box 40, Ruthven, ON  N9Y 2G0",6,Ontario,,
Cold Deck Productions Inc.,"10 Hamilton Street, Toronto, ON  M4M 2C5",2,Ontario,43.658773,-79.350949
Col-Mac Orchards Ltd,"1364 Seacliff Drive Kingsville, ON  N9Y 2M2",13,Ontario,42.0357113,-82.6946414
Columbia Pictures Industries Inc.,"c/o Pixels - Arcaders Production Ltd. 225 Commissioners Street Suite 3005, Toronto, ON  M4M 0A1",35,Ontario,43.650688,-79.339711
Connon Nurseries/CB Vanderkruk,"383 Dundas Street East, Box 1218, Waterdown, ON  L0R 2H0",41,Ontario,43.333502,-79.893211
Constellation Brands Canada Inc,"4887 Dorchester Road, Box 510, Niagara Falls, ON  L2E 6V4",60,Ontario,43.083434,-79.085973
Cookstown Greens Inc,"6321 9th Line, RR 3, Thornton, ON  L0L 2N0",5,Ontario,44.246315,-79.745424
Cool Creations,"7045 Tranmere Drive, Suite 8A, Mississauga, ON  L5S 1M2",1,Ontario,43.681207,-79.670247
Coppola Farms Inc,"1660 Graham Side Road, Kingsville, ON  N9Y 2E4",16,Ontario,42.050518,-82.694163
Coral Medical Health Spa,"1400 Provincial Road, Windsor, ON  N8W 5W1",1,Ontario,42.259435,-82.979895
Coriander Green,"342 Church Street, Oakville, ON  L6J 1P1",1,Ontario,43.449192,-79.666017
Cornerland Farms Ltd,"1343 Egremont Drive, RR 3, Kerwood, ON  N0M 3B0",2,Ontario,,
Cornies Farms Limited,"510 Seacliff Drive, Kingsville, ON  N9Y 2K4",26,Ontario,42.0375558,-82.7211652
Country Herbs,"309 Middleton North Walsingham, RR 2, Courtland, ON  N0J 1E0",3,Ontario,42.82926,-80.677946
Couwenholm Farms Ltd,"713829 Middletown Line, RR 2, Burgessville, ON  N0J 1C0",8,Ontario,43.171085,-80.527139
Covemaeker Farms Inc,"546 Cairo Road, Bothwell, ON  N0P 1C0",2,Ontario,42.65299,-81.929645
Craigleith Ski Club,"164 Craigleith Road, RR 3, Collingwood, ON  L9Y 3Z2",1,Ontario,44.503755,-80.331565
CRC Farms Ltd,"9 James Court, Leamington, ON  N8H 4T9",15,Ontario,42.032937,-82.6227545
Credit Suisse,"100 King Street West, Suite 2900, Toronto, ON  M5X 1C9",1,Ontario,43.649344,-79.382302
Crisstar Cabinets Inc.,"58 Glen Long Avenue, Toronto, ON  M6B 2M2",1,Ontario,43.709061,-79.457946
Cristofari Farms Inc,"328 Essex Road 31, RR 2, Leamington, ON  N8H 3V5",29,Ontario,42.085786,-82.619578
Cronin Farms Ltd,"86236 Johnston Line, RR 2, Bluevale, ON  N0G 1G0",3,Ontario,44.181699,-81.290263
CTN Mastronardi Farms,"608 Essex Road 18, Leamington, ON  N8H 3V5",7,Ontario,42.085786,-82.619578
CYMI Canada Inc.,"4180 Industrial Road, Suite 1, Windsor, ON  N9C 3R8",1,Ontario,42.277799,-83.0554165
Cynapsus Therapeutics Inc.,"828 Richmond Street West, Suite 200, Toronto, ON  M6J 1C9",1,Ontario,43.644578,-79.41191
D & G Rochon Garden Inc,"1101 Yorks Corners Road, Edwards (Ottawa), ON  K0A 1V0",15,Ontario,45.310265,-75.461523
D & T Enterprise Farm Ltd,"2001 Peterson Lane, Box 248, Ruthven, ON  N0P 2G0",40,Ontario,42.083449,-82.686365
Dan Cacciavillani Farms,"332 Talbot Road East, RR 3, Leamington, ON  N8H 3V6",5,Ontario,42.072248,-82.598226
Datama Inc,"29 Fairfield Road, RR 2, Burford, ON  N0E 1A0",7,Ontario,43.096075,-80.437428
Dazz Construction Inc.,"300 New Toronto Street, Unit 38, Toronto, ON  M8V 2E8",1,Ontario,43.608034,-79.500929
DCTV Mulmur Productions inc.,"30 Booth Avenue, Suite 300, Toronto, ON  M4M 2M2",1,Ontario,43.657449,-79.342378
Debono Greenhouses Limited,"771 Concession 11, RR 3, Waterford, ON  N0E 1Y0",4,Ontario,42.934711,-80.292693
Decor-Rest Furniture Ltd.,"511 Chrislea Road, Woodbridge, ON  L4L 8N6",6,Ontario,43.802915,-79.545067
DeGoeys Nursery & Flowers,"1501 Mersea Road 6, RR 3, Wheatley, ON  N0P 2P0",4,Ontario,42.101244,-82.424689
